Label,filename,wave21,wave22,wave23,wave24,wave25,wave26,wave27,wave28,wave29,wave30,wave31,wave32,wave33,wave34,wave35,wave36,wave37,wave38,wave39,wave40,wave41,wave42,wave43,wave44,wave45,wave46,wave47,wave48,wave49,wave50,wave51,wave52,wave53,wave54,wave55,wave56,wave57,wave58,wave59,wave60,wave61,wave62,wave63,wave64,wave65,wave66,wave67,wave68,wave69,wave70,wave71,wave72,wave73,wave74,wave75,wave76,wave77,wave78,wave79,wave80,wave81,wave82,wave83,wave84,wave85,wave86,wave87,wave88,wave89,wave90,wave91,wave92,wave93,wave94,wave95,wave96,wave97,wave98,wave99,wave100,wave101,wave102,wave103,wave104,wave105,wave106,wave107,wave108,wave109,wave110,wave111,wave112,wave113,wave114,wave115,wave116,wave117,wave118,wave119,wave120,wave121,wave122,wave123,wave124,wave125,wave126,wave127,wave128,wave129,wave130,wave131,wave132,wave133,wave134,wave135,wave136,wave137,wave138,wave139,wave140,wave141,wave142,wave143,wave144,wave145,wave146,wave147,wave148,wave149,wave150,wave151,wave152,wave153,wave154,wave155,wave156,wave157,wave158,wave159,wave160,wave161,wave162,wave163,wave164,wave165,wave166,wave167,wave168,wave169,wave170,wave171,wave172,wave173,wave174,wave175,wave176,wave177,wave178,wave179,wave180,wave181,wave182,wave183,wave184,wave185,wave186,wave187,wave188,wave189,wave190,wave191,wave192,wave193,wave194,wave195,wave196,wave197,wave198,wave199,wave200,wave201,wave202,wave203,wave204,wave205,wave206,wave207,wave208,wave209,wave210,wave211,wave212,wave213,wave214,wave215,wave216,wave217,wave218,wave219,wave220,wave221,wave222,wave223,wave224,wave225,wave226,wave227,wave228,wave229,wave230,wave231,wave232,wave233,wave234,wave235,wave236,wave237,wave238,wave239,wave240,wave241,wave242,wave243,wave244,wave245,wave246,wave247,wave248,wave249,wave250,wave251,wave252,wave253,wave254,wave255,wave256,wave257,wave258,wave259,wave260,wave261,wave262,wave263,wave264,wave265,wave266,wave267,wave268,wave269,wave270,wave271,wave272,wave273
0,tuo1_1,0.342901702,0.34292969,0.341775915,0.342384842,0.340126102,0.339045359,0.33729196,0.340423272,0.331938468,0.339891223,0.33642633,0.335619972,0.33597082,0.335862736,0.33317451,0.331220721,0.331299628,0.330935333,0.33196598,0.331520961,0.331501257,0.332068591,0.330118171,0.330689921,0.328439757,0.331191897,0.329640244,0.328292032,0.327359685,0.327883859,0.326140846,0.327944436,0.326918917,0.328042547,0.326504639,0.326457175,0.327182163,0.326371615,0.324162583,0.325591175,0.324470209,0.326373159,0.324800299,0.325477913,0.326021547,0.319404128,0.321835728,0.324148813,0.325413939,0.323231875,0.323296366,0.323632059,0.322946643,0.321066218,0.319548433,0.321858673,0.320205627,0.31825689,0.319437257,0.320979996,0.317175368,0.314603819,0.31111111,0.311504363,0.310719813,0.309341729,0.3057151,0.304483656,0.301071523,0.298681884,0.297101801,0.29643851,0.295130503,0.290820388,0.288736944,0.287383381,0.285990085,0.284816588,0.282218031,0.280945847,0.280558499,0.277454729,0.274920223,0.272796221,0.270857901,0.270903513,0.26960337,0.267846349,0.26395149,0.264625221,0.265594846,0.267371711,0.267981292,0.26877347,0.272510702,0.278126908,0.280798342,0.283136787,0.28453333,0.288630978,0.288985397,0.289286732,0.29090803,0.29404928,0.295610349,0.294252313,0.29512302,0.295685437,0.294583015,0.298240333,0.300133922,0.296445317,0.297078184,0.296143296,0.297904735,0.298369632,0.298759067,0.298807609,0.300523458,0.300092101,0.298902642,0.298970965,0.299481011,0.299676254,0.299536781,0.300478425,0.300667395,0.300146928,0.301903307,0.303716732,0.3016513,0.299205355,0.299120335,0.300359143,0.298232214,0.295137888,0.298201196,0.296855615,0.297928612,0.296224123,0.292448714,0.29034017,0.286502276,0.282478564,0.279576461,0.273131313,0.272791454,0.273004301,0.272909582,0.274956426,0.270706482,0.267204041,0.260650807,0.256432531,0.258237426,0.258762441,0.258748067,0.255893629,0.255918645,0.256748705,0.256271071,0.253129188,0.252636069,0.243034381,0.250114637,0.24644537,0.245675298,0.244589392,0.242258933,0.239015458,0.237361305,0.234794828,0.23233919,0.231330629,0.230587457,0.227892031,0.225305297,0.224254465,0.222054502,0.223155596,0.221610787,0.221300257,0.21954117,0.219628463,0.219546962,0.22156685,0.22096575,0.220884092,0.220141885,0.221449752,0.223404037,0.223289507,0.22151608,0.221911071,0.221295593,0.222271945,0.224641766,0.223406859,0.224183785,0.227604924,0.225017411,0.225321132,0.226535329,0.225013376,0.225527344,0.226206023,0.225693334,0.225795365,0.226619426,0.227106285,0.228035447,0.229277022,0.229072652,0.231637253,0.233383407,0.233810534,0.235577726,0.235084802,0.235475302,0.235574339,0.236465677,0.237149487,0.237270136,0.237352114,0.23561355,0.236899045,0.236737276,0.241021563,0.24012679,0.240599224,0.242226938,0.243115656,0.242681462,0.245077057,0.244558944,0.246552116,0.245631131,0.246117316,0.249286824,0.248724238,0.249223895,0.250186978,0.251106065,0.251822578,0.253211224,0.253113852,0.253835118,0.252219387,0.251718405,0.252205819,0.25173461,0.252379126,0.253216799
1,yang10_41,0.361187867,0.357522834,0.35642084,0.354544103,0.350411046,0.349311109,0.346895137,0.345759192,0.345724616,0.345088463,0.342094824,0.339333603,0.33925251,0.340119765,0.339669761,0.337282766,0.33575291,0.336684074,0.337589682,0.337407317,0.338006127,0.33859358,0.335977843,0.338334273,0.336106809,0.338568378,0.336976489,0.33611156,0.335854754,0.336585388,0.335467851,0.336708826,0.334632953,0.336619137,0.33619807,0.334693961,0.33538189,0.335598274,0.334997291,0.334372105,0.335830803,0.334298241,0.33610898,0.33753389,0.336832519,0.335952695,0.334487897,0.335415102,0.335240919,0.335068034,0.334924055,0.334853287,0.334933895,0.331840583,0.331274813,0.329214339,0.330055795,0.328419431,0.328553429,0.3293308,0.325426927,0.320314317,0.319883381,0.318959306,0.317474516,0.315307838,0.313319067,0.311852112,0.307715199,0.305240676,0.302905748,0.301527561,0.301467867,0.29698051,0.294556548,0.293094983,0.291688339,0.289884332,0.288935581,0.286473104,0.28485494,0.281320836,0.278394927,0.27644136,0.276588547,0.275135708,0.273206981,0.271360022,0.267633638,0.26753543,0.267529546,0.269661661,0.26993918,0.271344768,0.274881365,0.278226366,0.282755037,0.281786707,0.285260755,0.286533722,0.28815509,0.287752128,0.289427876,0.293128721,0.29381381,0.293716471,0.293745982,0.294113713,0.294204603,0.295843622,0.302857563,0.294578208,0.294057017,0.292701001,0.294947031,0.295524465,0.295505421,0.294784888,0.297517864,0.296692214,0.294048411,0.294639992,0.294123181,0.294684039,0.294758532,0.294874029,0.296145628,0.295485282,0.295131606,0.298314895,0.296326777,0.294125818,0.292630946,0.293688963,0.291636795,0.290734959,0.291412675,0.289786558,0.290169922,0.287205676,0.284596602,0.280922084,0.2766725,0.274884372,0.269359284,0.266163893,0.267808672,0.267474675,0.268185246,0.272213373,0.26607306,0.261392793,0.256514994,0.260297614,0.260522926,0.260358436,0.255201835,0.251969906,0.255014764,0.250996704,0.252593294,0.246632618,0.244054534,0.243247891,0.238636637,0.237519887,0.235394077,0.234453259,0.231272151,0.227495723,0.225047791,0.22137074,0.220384915,0.220302074,0.219975131,0.217672136,0.21574008,0.214853516,0.214009006,0.213912146,0.213627582,0.212587412,0.211664492,0.209976588,0.210960606,0.211531347,0.211304543,0.209104297,0.208767053,0.211289249,0.21083457,0.211240612,0.210034959,0.209572314,0.210378541,0.20956038,0.21174729,0.211439035,0.211811353,0.215035829,0.212891485,0.213265189,0.214418067,0.213866506,0.214746847,0.216573479,0.21653015,0.217146721,0.21891235,0.218254075,0.219188198,0.220064393,0.220168275,0.221664293,0.22094158,0.222516672,0.222447307,0.222998355,0.222310631,0.222252405,0.222260346,0.222889782,0.221990726,0.222736788,0.222991128,0.221681043,0.22223903,0.224848004,0.22536978,0.225568418,0.225815944,0.226518385,0.227009528,0.227745723,0.226027978,0.229064673,0.228140573,0.22859275,0.230488699,0.230504214,0.23060224,0.231717779,0.232361012,0.2316993,0.234423951,0.235012889,0.236713138,0.234377161,0.234121842,0.233993365,0.234628464,0.234870382,0.235826638
2,yang20_41,0.363875838,0.364049614,0.360207976,0.359671592,0.358001928,0.356731671,0.355712214,0.355247614,0.354257056,0.354353994,0.351896363,0.350514717,0.350630803,0.349586462,0.348997061,0.346907159,0.346021832,0.346681913,0.345384323,0.344930111,0.346115775,0.343233633,0.342218759,0.343043866,0.34087497,0.343560952,0.341420898,0.340946184,0.339788742,0.340481968,0.338826606,0.340002741,0.339142561,0.339751004,0.33787947,0.338683374,0.338210246,0.338301336,0.33582461,0.336716869,0.337527186,0.336836803,0.337493384,0.33757636,0.337216219,0.335618186,0.334604584,0.334699623,0.336126266,0.333944604,0.333788917,0.334418603,0.332540958,0.331901353,0.331913758,0.331493614,0.330795826,0.329810004,0.329389041,0.331406945,0.327818996,0.325215779,0.323107656,0.322622117,0.321852592,0.320489255,0.318340443,0.316707719,0.312604281,0.310069388,0.308470793,0.308459188,0.306695258,0.302670482,0.299966251,0.297602386,0.296968886,0.295666784,0.294661935,0.292325955,0.290667157,0.287944761,0.283775953,0.282314108,0.281491563,0.280240489,0.27994117,0.278158277,0.275319426,0.274376574,0.275758171,0.276432635,0.277330054,0.278608877,0.28307213,0.286702972,0.291392593,0.292098141,0.293964796,0.296736017,0.298653976,0.297607003,0.300236379,0.303014976,0.305177111,0.304919269,0.303676244,0.304514715,0.305420616,0.307479015,0.310908609,0.295092864,0.30368241,0.304824514,0.30705523,0.306105305,0.307683015,0.30701521,0.309155025,0.309119904,0.306893155,0.307732893,0.307515708,0.307119943,0.307888204,0.308302348,0.308720614,0.30831406,0.308653998,0.311835265,0.310056174,0.308453854,0.307262083,0.308308807,0.306813892,0.306056047,0.307263105,0.301442138,0.305956526,0.304125088,0.30204139,0.301352803,0.298219659,0.29281473,0.288840344,0.285652573,0.278275242,0.2793399,0.280216651,0.279943839,0.278565939,0.279295392,0.281212121,0.267562326,0.267609098,0.268402068,0.268946527,0.265942852,0.26276573,0.266992155,0.260297189,0.262169675,0.25669151,0.254608582,0.253895937,0.250143573,0.250867102,0.247119508,0.245114787,0.241408799,0.237985623,0.234386953,0.231967723,0.230415787,0.229533957,0.226885606,0.224288165,0.222459269,0.221795602,0.221645736,0.221239038,0.221931535,0.219812115,0.218796901,0.219542339,0.222358602,0.220875377,0.220543062,0.220455051,0.220635572,0.221773667,0.222027816,0.220835262,0.220496671,0.220586196,0.21969084,0.222236277,0.221456865,0.22235054,0.225248477,0.222534484,0.221562555,0.222341297,0.222889947,0.223063483,0.224365384,0.223479592,0.224293044,0.225941251,0.226081501,0.228784534,0.228910007,0.229716023,0.232300082,0.231478401,0.233721553,0.235193594,0.234968662,0.234245567,0.235603729,0.235345292,0.235405677,0.235163796,0.235182505,0.235465516,0.234344225,0.235950406,0.238383817,0.238561164,0.239748669,0.241740893,0.241632252,0.242667095,0.243990524,0.242441029,0.245049693,0.243866185,0.245950211,0.247279981,0.248360322,0.249097822,0.249726947,0.250995863,0.252193849,0.253701412,0.253584262,0.254306461,0.252470271,0.252062055,0.252203671,0.253130463,0.254270247,0.256114223
3,yang30_41,0.3420739,0.340857052,0.338726514,0.338780746,0.336268205,0.334948929,0.334078268,0.333373429,0.331574966,0.332760718,0.330407265,0.329090072,0.328312212,0.329190841,0.326874678,0.323936151,0.32452002,0.325062842,0.327003266,0.324751261,0.326338807,0.325773157,0.323451715,0.324730172,0.323446418,0.324988535,0.325000965,0.323998351,0.324150452,0.323194545,0.323942763,0.325300412,0.324011728,0.325105703,0.324313,0.323211742,0.325304347,0.324351279,0.321984703,0.32169731,0.323541154,0.324037749,0.323168562,0.324133417,0.325842935,0.323034479,0.322489571,0.323021004,0.323914743,0.32281481,0.324589648,0.323685773,0.323917411,0.320957596,0.320337847,0.320662568,0.318752305,0.318616578,0.318837395,0.318889554,0.315003445,0.312834437,0.310424939,0.310916543,0.298638569,0.307887491,0.303402334,0.303155652,0.299441752,0.296629178,0.29651714,0.294015331,0.293131389,0.289843576,0.286961681,0.284555065,0.283804852,0.282526846,0.280900588,0.278175914,0.276663859,0.272401856,0.27011914,0.267552182,0.268413897,0.267622149,0.266768005,0.263852634,0.260490529,0.260280857,0.260655781,0.262780671,0.264158288,0.264693029,0.268453965,0.27378098,0.276123178,0.277493051,0.279960348,0.281908363,0.283070694,0.282864485,0.285493609,0.289525622,0.289023947,0.288964082,0.288491853,0.289455031,0.290023853,0.29096979,0.298475807,0.290258324,0.290109342,0.289301262,0.290807094,0.289918967,0.291452156,0.291658291,0.294380677,0.292863549,0.291978522,0.291162322,0.291369042,0.292147999,0.292002842,0.292144098,0.29319875,0.292329033,0.29260779,0.295737462,0.29399222,0.292146879,0.291180202,0.293265915,0.290203317,0.290895707,0.289614585,0.288368153,0.288869079,0.285699106,0.283258485,0.281140744,0.275760593,0.261863766,0.269967014,0.264064526,0.264655275,0.264399108,0.263593346,0.267591522,0.263010431,0.259498289,0.254155833,0.250700747,0.253965226,0.252670733,0.249406522,0.242993688,0.246994007,0.247482319,0.246406326,0.241492951,0.238910882,0.237749715,0.23431438,0.232952437,0.232283215,0.230998663,0.227018441,0.224299873,0.222070829,0.21841444,0.217077011,0.214475097,0.213648347,0.211875315,0.208627734,0.207110826,0.205768433,0.205170099,0.205371006,0.204466236,0.203467927,0.203018316,0.202524662,0.204289602,0.204873933,0.204039814,0.202796678,0.205436701,0.205269016,0.206082249,0.204419888,0.204435363,0.202926322,0.205598635,0.207110114,0.20656743,0.207155418,0.20945294,0.207109299,0.206597313,0.207570631,0.20739685,0.207757415,0.208295372,0.208279544,0.20847742,0.210102238,0.210026699,0.21096207,0.211505023,0.212587863,0.213207102,0.214515516,0.215164887,0.216575527,0.216494129,0.208848529,0.217011451,0.2171093,0.216862743,0.217271049,0.21692504,0.216225094,0.217307792,0.217146163,0.219778153,0.220524246,0.220643188,0.222569162,0.222949951,0.223311171,0.224390883,0.222610093,0.225041151,0.224715004,0.226248781,0.2281053,0.228250391,0.227381284,0.227457977,0.228459126,0.228447466,0.229116696,0.229832276,0.230222381,0.228990721,0.228537334,0.227023499,0.227714748,0.227857917,0.228988427
4,yang40_41,0.325193386,0.322685682,0.321133954,0.320330205,0.319023907,0.317200558,0.316293448,0.316291334,0.314518796,0.315470956,0.312536477,0.310764563,0.310377847,0.311025919,0.309892546,0.305744547,0.307324423,0.308301894,0.309257981,0.307175278,0.30882537,0.308277661,0.306425528,0.307482828,0.30639947,0.307381059,0.305394827,0.306403218,0.306191983,0.30507505,0.306471473,0.306894724,0.305869998,0.307442755,0.306833806,0.306016336,0.307555944,0.306639096,0.30364263,0.304605196,0.306033431,0.307180214,0.305456894,0.306591658,0.307219914,0.305671967,0.305053834,0.304880317,0.306058141,0.305129771,0.305533765,0.303981517,0.304276711,0.300685766,0.301252669,0.302332721,0.300632525,0.300231716,0.300627283,0.300301963,0.296578367,0.294789393,0.292283341,0.292429664,0.288601253,0.28992827,0.285927893,0.285117909,0.282536103,0.279617373,0.27893538,0.277385299,0.275837972,0.272779777,0.270376352,0.26749022,0.26670243,0.265417519,0.264011659,0.261368731,0.260381643,0.25612436,0.253768406,0.252187025,0.252949116,0.251755075,0.250587044,0.248150529,0.245432737,0.245092723,0.245207646,0.247244471,0.24868235,0.248826678,0.252652443,0.256652591,0.25899871,0.260150763,0.262055519,0.264324253,0.265263245,0.264930402,0.267613077,0.270867837,0.270201678,0.270693201,0.269734371,0.270044326,0.270899833,0.272090355,0.279145585,0.270656914,0.271156439,0.270788923,0.272184197,0.271011884,0.272882476,0.272550489,0.274867594,0.273862649,0.272646831,0.271922825,0.272123897,0.27324543,0.272581832,0.272542876,0.274117847,0.272559091,0.273608129,0.275993753,0.273519165,0.272089359,0.271468277,0.27279349,0.270193879,0.270325603,0.269111675,0.268397388,0.268548364,0.264059646,0.259825162,0.262172959,0.257496543,0.241491049,0.251599043,0.246088502,0.246362915,0.245914135,0.244855355,0.248801939,0.245097499,0.242486992,0.237761942,0.232895173,0.236757513,0.235627603,0.234493123,0.230589395,0.230462706,0.231133991,0.229059466,0.225292441,0.222186098,0.220423411,0.218225381,0.2155083,0.21547355,0.213800655,0.209615165,0.20816654,0.205208632,0.201682936,0.200092544,0.198293872,0.197156044,0.19524238,0.192287728,0.190637989,0.189994665,0.189394144,0.189972837,0.188624936,0.187524399,0.1871834,0.186994337,0.188238877,0.18885774,0.187412769,0.186267555,0.188937548,0.188768054,0.190188313,0.188061563,0.187562653,0.187075633,0.188958515,0.190033551,0.189531195,0.189972763,0.191917498,0.189613953,0.189361594,0.190832466,0.190393537,0.190554504,0.19144114,0.192048282,0.19181751,0.193884015,0.193780729,0.194462451,0.194881452,0.195465119,0.196097232,0.197008884,0.197092854,0.198659328,0.198215541,0.19225744,0.198112246,0.198173051,0.197737218,0.198410936,0.198301134,0.197548181,0.198333356,0.19800768,0.200220847,0.200937235,0.201374108,0.202705963,0.202720573,0.202966558,0.204363436,0.203179229,0.205398553,0.20472113,0.20574063,0.207657173,0.207632563,0.206914847,0.206324436,0.207679082,0.207581546,0.208651765,0.208972067,0.20951682,0.208145592,0.207813331,0.206077759,0.20685306,0.206633221,0.207787769
5,yang50_41,0.390835138,0.387544467,0.385568512,0.383889034,0.382814552,0.377941549,0.37735357,0.376628699,0.376410269,0.377082709,0.372873825,0.371931191,0.370764714,0.370997498,0.368437386,0.366534188,0.364800959,0.364929061,0.363952864,0.364802466,0.364493427,0.363451769,0.361556888,0.360852261,0.36242882,0.362052112,0.360934807,0.359674236,0.359217582,0.359680712,0.359677498,0.360885142,0.361535976,0.36071164,0.3617026,0.360615638,0.361783233,0.360807198,0.359042553,0.357091226,0.358635137,0.359376616,0.358978849,0.359068866,0.360004112,0.358735881,0.357083378,0.357179107,0.358622079,0.357686833,0.357018964,0.357282902,0.356639211,0.354709586,0.354405235,0.353793251,0.354123793,0.353343754,0.352448316,0.353604328,0.350113042,0.34760499,0.345251447,0.345044265,0.343624647,0.340783744,0.338565065,0.335718053,0.332600346,0.328983104,0.326504059,0.325587594,0.32362533,0.318841529,0.316031392,0.314038901,0.312982967,0.310884008,0.308866771,0.307626533,0.305284785,0.301946666,0.299105735,0.29729114,0.29719418,0.296153059,0.295215957,0.292769277,0.291334954,0.290192472,0.291350847,0.291860942,0.29324044,0.295138044,0.298455566,0.30345856,0.30682788,0.308144924,0.30975557,0.312042347,0.312289632,0.312962149,0.315399116,0.318798211,0.319998124,0.319342171,0.319240377,0.318593774,0.320179523,0.320450563,0.32095355,0.319788278,0.31857903,0.318735589,0.320213733,0.320033943,0.320507881,0.320525571,0.322869043,0.322862182,0.321497436,0.32110224,0.320725918,0.322885551,0.323034267,0.322324524,0.324409227,0.323722431,0.324153489,0.320817586,0.324529208,0.323055841,0.322085461,0.323499291,0.321636844,0.32044878,0.320149022,0.318407334,0.316810639,0.316137022,0.312959412,0.310001701,0.307158926,0.301885665,0.29908635,0.292676492,0.292030096,0.291744276,0.291429957,0.294197815,0.29142109,0.290509202,0.287057865,0.280866836,0.281779888,0.280509113,0.280454583,0.277243792,0.273838047,0.276677174,0.271736463,0.269400896,0.264323245,0.262134231,0.259811644,0.256214278,0.255162802,0.252469224,0.248359768,0.244623088,0.240717374,0.237981535,0.235788052,0.234640251,0.233646853,0.231212533,0.22850163,0.227998954,0.227621497,0.2263717,0.226059999,0.225950413,0.225077596,0.222402527,0.222586134,0.22437334,0.223422903,0.222305053,0.222066134,0.222320776,0.222976147,0.22312534,0.221957377,0.221404802,0.221192393,0.221354159,0.221682053,0.222576121,0.22368459,0.226947184,0.224597222,0.225375323,0.225796468,0.226772556,0.22765182,0.228923361,0.229258547,0.229426467,0.231043148,0.231716482,0.232499594,0.233516506,0.233390476,0.234602298,0.235192321,0.235664326,0.235451398,0.236637843,0.236787029,0.237042868,0.237644883,0.23699828,0.237438865,0.237656868,0.238638446,0.237139309,0.237908972,0.239772274,0.24088514,0.241465986,0.242452387,0.24322367,0.243316575,0.244750908,0.244156326,0.239543518,0.245157934,0.247417641,0.248934363,0.249688622,0.249530679,0.249805039,0.251450536,0.251889582,0.253060383,0.253947045,0.254467004,0.253034746,0.252577017,0.252719696,0.253592906,0.255462829,0.256275715
6,yang60_41,0.339957448,0.33869118,0.335365392,0.336493644,0.333212031,0.332624205,0.330385567,0.330143586,0.328818932,0.329277515,0.326731891,0.325305306,0.325902552,0.325286788,0.323349277,0.322199177,0.321144548,0.321614701,0.322774322,0.321821263,0.323532209,0.322960699,0.320315461,0.318635916,0.32056471,0.321674468,0.322310296,0.321192838,0.32077278,0.321390575,0.320450393,0.322936047,0.321697612,0.321314091,0.320746416,0.320682083,0.321933796,0.321135622,0.320036786,0.319892483,0.320958479,0.320473267,0.320031941,0.321152506,0.322539514,0.320080454,0.319389968,0.319819777,0.321224771,0.319678012,0.321669764,0.320276252,0.320216242,0.317174732,0.316991058,0.317792871,0.315883252,0.316151608,0.316179563,0.316816691,0.313105223,0.309848961,0.308354541,0.307561007,0.29569724,0.305081375,0.3011046,0.300346899,0.29639539,0.294061393,0.293065148,0.2907259,0.290268116,0.286486952,0.284246797,0.282128559,0.28098313,0.279902065,0.277646194,0.275240729,0.273296504,0.269826955,0.267137996,0.264235362,0.265201646,0.264830981,0.263392084,0.261064895,0.258121309,0.258218446,0.258674406,0.260630314,0.261844658,0.26191707,0.266050192,0.270723135,0.273394678,0.274495475,0.276506663,0.277797803,0.279035854,0.279531644,0.281501415,0.284888326,0.285350713,0.284687792,0.284733843,0.284864878,0.285997421,0.286679462,0.293827583,0.286777858,0.285561584,0.285139326,0.286284216,0.286253707,0.287135471,0.287345688,0.289670576,0.288857469,0.288111657,0.287137089,0.287151571,0.28767944,0.287718122,0.288373153,0.288492772,0.287209247,0.287852866,0.29069134,0.289768063,0.287435733,0.286456725,0.288383699,0.285636367,0.285995743,0.285002355,0.283860845,0.283872061,0.280827952,0.278969129,0.276570358,0.272875839,0.270821682,0.267662836,0.263076923,0.263624463,0.261716864,0.250744954,0.264388586,0.260455777,0.256943369,0.253523303,0.251754578,0.252350096,0.250881763,0.245417034,0.229372433,0.242382338,0.244684183,0.243077182,0.238550285,0.235441478,0.23377729,0.229986081,0.228139909,0.226836877,0.225485438,0.221847225,0.218508509,0.215996297,0.21291987,0.211140151,0.208282586,0.207956186,0.206030735,0.202563734,0.200848621,0.19891476,0.198391118,0.197912028,0.197471068,0.196423982,0.196085421,0.195340602,0.196911938,0.19748889,0.196588254,0.195930812,0.197602197,0.1979687,0.198431605,0.197031375,0.197393236,0.196002342,0.19804841,0.199629232,0.199509198,0.199714864,0.202250033,0.200210928,0.199316568,0.20024571,0.199789845,0.199960121,0.200764672,0.199838146,0.200237985,0.201539546,0.201760899,0.203056008,0.202831296,0.20296979,0.205221338,0.205003163,0.205874102,0.207531872,0.207449537,0.201739327,0.207839463,0.208315031,0.208415448,0.207868975,0.208244705,0.207812451,0.207500819,0.207904573,0.210481132,0.211236238,0.210815989,0.212738064,0.213144841,0.214449805,0.214693917,0.213131496,0.215209939,0.21458489,0.216425831,0.217840695,0.218254972,0.217284565,0.217859884,0.218666848,0.218475483,0.218702461,0.219867993,0.21973963,0.218508108,0.218322198,0.217089358,0.217531396,0.217658571,0.219036352
7,yang70_41,0.391156752,0.387510732,0.384248805,0.381122613,0.378881153,0.377944653,0.375145759,0.374994421,0.372728456,0.370909306,0.366481197,0.365538179,0.365623299,0.364095625,0.362895363,0.361142693,0.360386126,0.360893331,0.362159437,0.361361935,0.363184215,0.360653211,0.360221918,0.361791512,0.360129689,0.362252145,0.360215828,0.359147394,0.359253803,0.359784879,0.359511644,0.360731878,0.359986703,0.358793272,0.358888547,0.358541859,0.358910388,0.358285773,0.355493598,0.355626953,0.356949467,0.35758293,0.35669421,0.357379594,0.358464976,0.356937275,0.355963091,0.357888368,0.356985653,0.356186033,0.356738837,0.356999338,0.356675001,0.35403746,0.354009433,0.353619858,0.352610578,0.351070291,0.352142294,0.3525408,0.347569372,0.343674223,0.34198476,0.340859641,0.338802228,0.335806405,0.334733549,0.331408816,0.327332021,0.324857044,0.322191137,0.320952507,0.32025913,0.315349684,0.313007044,0.310681402,0.309610764,0.306638434,0.305794783,0.304332765,0.301466494,0.298470284,0.295290273,0.294035684,0.293772838,0.292277955,0.291793725,0.289707463,0.286307057,0.28472859,0.285936574,0.288803256,0.28899293,0.289683799,0.292682765,0.298134172,0.300286683,0.300809966,0.302532841,0.304653134,0.305150552,0.305280838,0.308092778,0.310272763,0.311087519,0.31118648,0.31003295,0.31006988,0.311129752,0.312563195,0.318913223,0.310722686,0.310567274,0.310626287,0.311983718,0.311998891,0.312384203,0.311781463,0.316011672,0.315450686,0.312477668,0.312822024,0.312173536,0.313808958,0.313712669,0.314037644,0.313251765,0.313404504,0.312316498,0.316023065,0.313710455,0.311367072,0.310975744,0.311957745,0.309366802,0.308318176,0.307919393,0.307257146,0.306175953,0.303985151,0.301478362,0.300347009,0.295912915,0.29343613,0.291229215,0.286155733,0.286190256,0.285524723,0.284956846,0.287276243,0.282963139,0.279885943,0.277608118,0.278247113,0.277153912,0.275502389,0.271631695,0.269011468,0.269686807,0.268041238,0.265760624,0.261694342,0.25652652,0.255910849,0.251524731,0.248706823,0.244592221,0.230530097,0.238243639,0.235451285,0.232459073,0.229381399,0.227188328,0.225883955,0.223936294,0.222845443,0.219390933,0.21925019,0.217659372,0.217083162,0.2162992,0.216531466,0.214191884,0.213277474,0.213122262,0.214008802,0.213709651,0.212580201,0.211056315,0.213112043,0.212882759,0.213333081,0.212158377,0.211140284,0.211774985,0.211971907,0.213564831,0.212495886,0.213647316,0.216638049,0.214831402,0.21514175,0.216415648,0.217385756,0.218203307,0.218248069,0.219823717,0.219762585,0.221041428,0.220737176,0.221322154,0.222366631,0.221983618,0.223658491,0.223723552,0.224870318,0.225167248,0.225791815,0.224158517,0.225743123,0.22555669,0.225933416,0.224976379,0.225093023,0.225298334,0.224448308,0.224416426,0.227511853,0.226463662,0.227547576,0.228084459,0.229041111,0.229423844,0.230325393,0.230372021,0.232417391,0.231369922,0.232560828,0.234507998,0.234605234,0.234099604,0.234873433,0.235701788,0.2372561,0.237233397,0.238531718,0.239137816,0.238614641,0.238013206,0.238275738,0.238511444,0.238850397,0.240974124
